patch_id,label,center_lon,center_lat,county_geoid,positive_pixels,area_m2,mean_confidence,max_confidence,bbox_width_m,bbox_height_m,voltage,substation_type,substation_name,operator,osm_id,geom_source,source,split
patch_0333862_1118668,positive,-111.86627776527824,33.38683291136805,4013,1911,687.9600000000522,0.6870548725128174,0.89697265625,27.000000000001023,30.60000000000116,,detected,,,-1,model,local_inference,prediction
patch_0334333_1120022,positive,-112.00234471021821,33.43338140307493,4013,5948,2141.280000000162,0.5949798226356506,0.8193359375,77.40000000000293,49.200000000001864,,detected,,,-1,model,local_inference,prediction
patch_0334334_1119890,positive,-111.9897171416628,33.433396236380354,4013,961,345.96000000002624,0.5245867967605591,0.56396484375,36.000000000001364,31.200000000001182,,detected,,,-1,model,local_inference,prediction
patch_0334282_1119460,positive,-111.94506438759915,33.42873615125648,4013,16921,6091.5600000004615,0.943354070186615,1.0,113.4000000000043,57.00000000000216,,detected,,,-1,model,local_inference,prediction
patch_0334250_1119955,positive,-111.99512532785985,33.42515449082639,4013,1877,675.7200000000512,0.5643844604492188,0.60888671875,25.800000000000978,52.800000000002,,detected,,,-1,model,local_inference,prediction
patch_0334195_1119955,positive,-111.99456201824181,33.41933349062028,4013,1908,686.8800000000521,0.6633198261260986,0.8564453125,36.60000000000139,30.60000000000116,,detected,,,-1,model,local_inference,prediction
patch_0334169_1119723,positive,-111.97240385911272,33.4163461208161,4013,4352,1566.7200000001187,0.902764618396759,0.9970703125,42.00000000000159,44.40000000000168,,detected,,,-1,model,local_inference,prediction
patch_0334169_1119690,positive,-111.96995808174205,33.41633821117071,4013,2912,1048.3200000000795,0.7434777617454529,0.98828125,37.20000000000141,33.60000000000127,,detected,,,-1,model,local_inference,prediction
patch_0334114_1119690,positive,-111.96903081494887,33.411867392913095,4013,3649,1313.6400000000995,0.9318733215332031,0.9990234375,42.00000000000159,34.200000000001296,,detected,,,-1,model,local_inference,prediction
patch_0334028_1119953,positive,-111.9965232449172,33.403183231701234,4013,11838,4261.680000000323,0.7418515682220459,0.93359375,75.60000000000286,60.000000000002274,,detected,,,-1,model,local_inference,prediction
patch_0334004_1119589,positive,-111.96025646146833,33.400549674507396,4013,7618,2742.480000000208,0.9473005533218384,1.0,54.60000000000207,57.00000000000216,,detected,,,-1,model,local_inference,prediction
patch_0333947_1119787,positive,-111.97899021916591,33.39343317766058,4013,3305,1189.8000000000902,0.7271625995635986,0.9208984375,70.20000000000266,30.60000000000116,,detected,,,-1,model,local_inference,prediction
